ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,label,scenario,ML_label
1537542534.151308,192.168.69.129,5353,224.0.0.251,5353,udp,dns,4.709873,750.0,0.0,4,0,S0,,Benign2,0
1537542545.824598,192.168.69.73,5353,224.0.0.251,5353,udp,dns,,,,1,0,S0,,Benign2,0
1537542545.824608,fe80::1847:a1bd:8d13:f43c,5353,ff02::fb,5353,udp,dns,,,,1,0,S0,,Benign2,0
1537542537.121419,fe80::1060:27a7:f64c:dec9,5353,ff02::fb,5353,udp,dns,1.740517,440.0,0.0,2,0,S0,,Benign2,0
1537542560.058647,fe80::1847:a1bd:8d13:f43c,5353,ff02::fb,5353,udp,dns,1.023844,269.0,0.0,2,0,S0,,Benign2,0
1537542561.082327,192.168.69.73,5353,224.0.0.251,5353,udp,dns,,,,1,0,S0,,Benign2,0
1537542530.157162,192.168.69.178,5353,224.0.0.251,5353,udp,dns,39.117232,6164.0,0.0,30,0,S0,,Benign2,0
1537542530.157607,fe80::183b:7564:dbcc:3eca,5353,ff02::fb,5353,udp,dns,39.117329,6330.0,0.0,31,0,S0,,Benign2,0
1537542559.137535,fe80::1060:27a7:f64c:dec9,5353,ff02::fb,5353,udp,dns,13.620959,1137.0,0.0,5,0,S0,,Benign2,0
1537542559.136895,192.168.69.129,5353,224.0.0.251,5353,udp,dns,13.621151,1137.0,0.0,5,0,S0,,Benign2,0
1537542559.04167,fe80::482:6d20:b3e:adf4,5353,ff02::fb,5353,udp,dns,13.654171,1137.0,0.0,5,0,S0,,Benign2,0
1537542559.040981,192.168.69.192,5353,224.0.0.251,5353,udp,dns,13.654073,1137.0,0.0,5,0,S0,,Benign2,0
1537542560.265407,fe80::106c:9e5b:3af8:9cf,5353,ff02::fb,5353,udp,dns,8.498024,2930.0,0.0,14,0,S0,,Benign2,0
1537542560.264812,192.168.69.200,5353,224.0.0.251,5353,udp,dns,12.491572,3274.0,0.0,15,0,S0,,Benign2,0
1537542572.346468,192.168.69.241,5353,224.0.0.251,5353,udp,dns,2.253751,1798.0,0.0,8,0,S0,,Benign2,0
1537542572.34664,fe80::1c5c:213d:7cf8:890,5353,ff02::fb,5353,udp,dns,1.229638,1575.0,0.0,8,0,S0,,Benign2,0
1537542441.47759,192.168.69.129,57621,192.168.69.255,57621,udp,-,127.387348,352.0,0.0,8,0,S0,,Benign2,0
1537542466.361029,192.168.69.136,57621,192.168.69.255,57621,udp,-,89.396315,132.0,0.0,3,0,S0,,Benign2,0
1537542534.223382,192.168.69.136,51443,239.255.255.250,1900,udp,-,,,,1,0,S0,,Benign2,0
1537542560.97974,fe80::106c:9e5b:3af8:9cf,143,ff02::16,0,icmp,-,1.945701,40.0,0.0,2,0,OTH,,Benign2,0
1537542535.379473,fe80::183b:7564:dbcc:3eca,143,ff02::16,0,icmp,-,1.024087,40.0,0.0,2,0,OTH,,Benign2,0
1537542504.559192,fe80::1847:a1bd:8d13:f43c,143,ff02::16,0,icmp,-,59.390351,80.0,0.0,4,0,OTH,,Benign2,0
1537542573.267978,fe80::1c5c:213d:7cf8:890,143,ff02::16,0,icmp,-,,,,1,0,OTH,,Benign2,0
1545403816.962094,192.168.1.195,41040,185.244.25.235,80,tcp,-,3.139211,0.0,0.0,3,0,S0,Benign,Scan1,1
1545403824.18124,192.168.1.195,41040,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403832.341331,192.168.1.195,41040,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403848.981338,192.168.1.195,41040,185.244.25.235,80,tcp,http,1.477656,149.0,128252.0,94,96,SF,Benign,Scan1,1
1545403850.554283,192.168.1.195,41042,185.244.25.235,80,tcp,-,3.147116,0.0,0.0,3,0,S0,Benign,Scan1,1
1545403857.78132,192.168.1.195,41042,185.244.25.235,80,tcp,http,1.305004,151.0,128348.0,96,92,SF,Benign,Scan1,1
1545403859.183341,192.168.1.195,41044,185.244.25.235,80,tcp,http,1.004605,148.0,91961.0,67,65,SF,Benign,Scan1,1
1545403860.282392,192.168.1.195,41046,185.244.25.235,80,tcp,http,4.129647,148.0,99303.0,75,69,SF,Benign,Scan1,1
1545403864.507242,192.168.1.195,41048,185.244.25.235,80,tcp,-,3.114215,0.0,0.0,3,0,S0,Benign,Scan1,1
1545403871.701388,192.168.1.195,41048,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403880.341455,192.168.1.195,41048,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403840.4587,192.168.1.195,123,147.231.100.5,123,udp,-,0.001496,48.0,48.0,1,1,SF,Benign,Scan1,1
1545403896.981466,192.168.1.195,41048,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403929.621375,192.168.1.195,41048,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403909.458607,192.168.1.195,123,147.231.100.5,123,udp,-,0.001495,48.0,48.0,1,1,SF,Benign,Scan1,1
1545403995.902832,192.168.1.195,41050,185.244.25.235,80,tcp,-,3.158705,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404003.141467,192.168.1.195,41050,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404011.541451,192.168.1.195,41050,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403970.458575,192.168.1.195,123,195.113.144.201,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404028.18148,192.168.1.195,41050,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403975.458724,192.168.1.195,123,147.231.100.5,123,udp,-,0.001495,48.0,48.0,1,1,SF,Benign,Scan1,1
1545403995.458586,192.168.1.195,123,82.113.53.40,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404060.821668,192.168.1.195,41050,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404041.458689,192.168.1.195,123,147.231.100.5,123,udp,-,0.014232,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404130.023057,192.168.1.195,41052,185.244.25.235,80,tcp,http,2.299441,151.0,164266.0,114,117,SF,Benign,Scan1,1
1545404132.353979,192.168.1.195,48986,185.244.25.235,6667,tcp,-,3.107733,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404132.405451,192.168.1.195,41056,185.244.25.235,80,tcp,-,3.136227,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404139.621614,192.168.1.195,41056,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404147.861659,192.168.1.195,41056,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404108.458824,192.168.1.195,123,147.231.100.5,123,udp,-,0.001748,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404164.501693,192.168.1.195,41056,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404197.141875,192.168.1.195,41056,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404158.497118,192.168.1.195,123,81.2.248.189,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404175.458965,192.168.1.195,123,147.231.100.5,123,udp,-,0.11543,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404206.459086,192.168.1.195,123,89.221.210.188,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404267.263223,192.168.1.195,41058,185.244.25.235,80,tcp,-,3.158698,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404274.501847,192.168.1.195,41058,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404224.459095,192.168.1.195,123,81.2.248.189,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404282.901825,192.168.1.195,41058,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404242.45909,192.168.1.195,123,147.231.100.5,123,udp,-,0.068707,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404299.54186,192.168.1.195,41058,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545403816.8709,192.168.1.1,40831,192.168.1.195,22,tcp,-,502.919185,952.0,17192.0,200,184,SF,Benign,Scan1,1
1545404332.182019,192.168.1.195,41058,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404290.459033,192.168.1.195,123,81.2.248.189,123,udp,-,0.005231,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404309.458962,192.168.1.195,123,147.231.100.5,123,udp,-,0.010235,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404401.383121,192.168.1.195,41060,185.244.25.235,80,tcp,-,3.118724,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404408.582022,192.168.1.195,41060,185.244.25.235,80,tcp,http,1.22805,151.0,124067.0,93,92,SF,Benign,Scan1,1
1545404409.888278,192.168.1.195,41064,185.244.25.235,80,tcp,-,3.093744,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404410.924437,192.168.1.195,48998,185.244.25.235,6667,tcp,-,3.097488,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404417.061944,192.168.1.195,41064,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404418.101866,192.168.1.195,48998,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404425.622069,192.168.1.195,41064,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404426.417366,192.168.1.195,49004,185.244.25.235,6667,tcp,-,3.124484,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404378.459174,192.168.1.195,123,147.231.100.5,123,udp,-,0.001496,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404433.622016,192.168.1.195,49004,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404436.419172,192.168.1.195,49006,185.244.25.235,6667,tcp,-,3.122724,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404442.262096,192.168.1.195,41064,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404443.622072,192.168.1.195,49006,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404446.421228,192.168.1.195,49008,185.244.25.235,6667,tcp,-,3.120734,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404453.621892,192.168.1.195,49008,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404456.423282,192.168.1.195,49010,185.244.25.235,6667,tcp,-,3.118725,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404463.621934,192.168.1.195,49010,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404466.425338,192.168.1.195,49012,185.244.25.235,6667,tcp,-,3.116726,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404474.90201,192.168.1.195,41064,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404474.906275,192.168.1.195,49014,185.244.25.235,6667,tcp,-,3.115707,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404482.101919,192.168.1.195,49014,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404484.908314,192.168.1.195,49016,185.244.25.235,6667,tcp,-,3.113737,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404492.101968,192.168.1.195,49016,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404494.910368,192.168.1.195,49018,185.244.25.235,6667,tcp,-,3.111728,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404502.102023,192.168.1.195,49018,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404447.459138,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404504.912673,192.168.1.195,49020,185.244.25.235,6667,tcp,-,3.109484,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404512.102083,192.168.1.195,49020,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404514.914728,192.168.1.195,49022,185.244.25.235,6667,tcp,-,3.107231,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404522.102136,192.168.1.195,49022,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404524.916784,192.168.1.195,49024,185.244.25.235,6667,tcp,-,3.105229,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404532.10196,192.168.1.195,49024,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404534.918836,192.168.1.195,49026,185.244.25.235,6667,tcp,-,3.103231,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404542.102011,192.168.1.195,49026,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404543.743309,192.168.1.195,41096,185.244.25.235,80,tcp,-,3.158703,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404489.497225,192.168.1.195,123,195.113.144.201,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404544.920891,192.168.1.195,49030,185.244.25.235,6667,tcp,-,3.101231,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404550.98219,192.168.1.195,41096,185.244.25.235,80,tcp,http,0.885992,149.0,84592.0,62,60,SF,Benign,Scan1,1
1545404551.954385,192.168.1.195,41100,185.244.25.235,80,tcp,-,3.107729,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404552.102054,192.168.1.195,49030,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404554.923202,192.168.1.195,49034,185.244.25.235,6667,tcp,-,3.098977,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404559.14204,192.168.1.195,41100,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404562.102105,192.168.1.195,49034,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404564.925249,192.168.1.195,49036,185.244.25.235,6667,tcp,-,3.096735,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404567.702166,192.168.1.195,41100,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404514.459241,192.168.1.195,123,147.231.100.5,123,udp,-,0.073952,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404572.102159,192.168.1.195,49036,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404574.927318,192.168.1.195,49038,185.244.25.235,6667,tcp,-,3.094737,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404582.102215,192.168.1.195,49038,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404584.342188,192.168.1.195,41100,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404584.929356,192.168.1.195,49040,185.244.25.235,6667,tcp,-,3.092739,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404592.10202,192.168.1.195,49040,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404603.647442,192.168.1.195,49050,185.244.25.235,6667,tcp,-,3.094738,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404610.822116,192.168.1.195,49050,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404556.459318,192.168.1.195,123,195.113.144.201,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404613.649497,192.168.1.195,49052,185.244.25.235,6667,tcp,-,3.092739,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404616.982099,192.168.1.195,41100,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404620.822165,192.168.1.195,49052,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404623.651556,192.168.1.195,49054,185.244.25.235,6667,tcp,-,3.090486,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404630.822218,192.168.1.195,49054,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404633.653635,192.168.1.195,49056,185.244.25.235,6667,tcp,-,3.088476,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404580.459403,192.168.1.195,123,147.231.100.5,123,udp,-,0.023984,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404640.822049,192.168.1.195,49056,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404645.714235,192.168.1.195,49060,185.244.25.235,6667,tcp,-,3.107985,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404652.902142,192.168.1.195,49060,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404661.949488,192.168.1.195,49072,185.244.25.235,6667,tcp,-,3.112743,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404669.142143,192.168.1.195,49072,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404677.247025,192.168.1.195,49082,185.244.25.235,6667,tcp,-,3.095254,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404622.459479,192.168.1.195,123,195.113.144.201,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404685.31418,192.168.1.195,49084,185.244.25.235,6667,tcp,-,3.107988,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404687.103427,192.168.1.195,41154,185.244.25.235,80,tcp,-,3.158697,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404692.502101,192.168.1.195,49084,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404694.342298,192.168.1.195,41154,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404695.31625,192.168.1.195,49088,185.244.25.235,6667,tcp,-,3.105976,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404702.502152,192.168.1.195,49088,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404702.74226,192.168.1.195,41154,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404648.459439,192.168.1.195,123,147.231.100.5,123,udp,-,0.001484,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404409.843814,192.168.1.195,48994,185.244.25.235,6667,tcp,irc,1.128098,75.0,243.0,7,6,S3,Malicious,Scan1,1
1545404705.318288,192.168.1.195,49090,185.244.25.235,6667,tcp,-,3.103981,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404712.502208,192.168.1.195,49090,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404719.382277,192.168.1.195,41154,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404719.418504,192.168.1.195,49094,185.244.25.235,6667,tcp,-,3.083745,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404424.977436,192.168.1.195,49002,185.244.25.235,6667,tcp,irc,1.484655,75.0,243.0,7,8,S3,Malicious,Scan1,1
1545404420.926493,192.168.1.195,49000,185.244.25.235,6667,tcp,irc,4.095418,75.0,243.0,9,6,S3,Malicious,Scan1,1
1545404726.582175,192.168.1.195,49094,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404729.420308,192.168.1.195,49096,185.244.25.235,6667,tcp,-,3.081995,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404736.582243,192.168.1.195,49096,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404739.42261,192.168.1.195,49098,185.244.25.235,6667,tcp,-,3.1597,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404746.662241,192.168.1.195,49098,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404752.022198,192.168.1.195,41154,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404757.646478,192.168.1.195,49104,185.244.25.235,6667,tcp,-,3.095753,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404764.822149,192.168.1.195,49104,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404767.64878,192.168.1.195,49106,185.244.25.235,6667,tcp,-,3.093494,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404714.459332,192.168.1.195,123,147.231.100.5,123,udp,-,0.001746,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404473.62199,192.168.1.195,49012,185.244.25.235,6667,tcp,irc,1.329994,75.0,243.0,8,7,S3,Malicious,Scan1,1
1545404774.822195,192.168.1.195,49106,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404777.650834,192.168.1.195,49108,185.244.25.235,6667,tcp,-,3.091487,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404724.459394,192.168.1.195,123,89.221.210.188,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404727.508413,192.168.1.195,123,81.2.254.224,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404784.82226,192.168.1.195,49108,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404787.652885,192.168.1.195,49110,185.244.25.235,6667,tcp,-,3.089256,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404794.822301,192.168.1.195,49110,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404797.654944,192.168.1.195,49112,185.244.25.235,6667,tcp,-,3.087235,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404805.712351,192.168.1.195,49114,185.244.25.235,6667,tcp,-,3.109975,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404812.902252,192.168.1.195,49114,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404815.714411,192.168.1.195,49116,185.244.25.235,6667,tcp,-,3.107967,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404821.22351,192.168.1.195,41186,185.244.25.235,80,tcp,-,3.118724,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404822.902304,192.168.1.195,49116,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404825.716702,192.168.1.195,49120,185.244.25.235,6667,tcp,-,3.105494,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404828.422159,192.168.1.195,41186,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404832.902363,192.168.1.195,49120,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404780.459485,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404836.502315,192.168.1.195,41186,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404839.75745,192.168.1.195,49124,185.244.25.235,6667,tcp,-,3.144719,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404791.497446,192.168.1.195,123,81.2.254.224,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404846.982335,192.168.1.195,49124,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404849.759504,192.168.1.195,49126,185.244.25.235,6667,tcp,-,3.142724,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404853.142327,192.168.1.195,41186,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404856.982157,192.168.1.195,49126,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404859.761554,192.168.1.195,49128,185.244.25.235,6667,tcp,-,3.140713,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404866.982205,192.168.1.195,49128,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404869.76361,192.168.1.195,49130,185.244.25.235,6667,tcp,-,3.138715,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404876.982254,192.168.1.195,49130,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404879.765659,192.168.1.195,49132,185.244.25.235,6667,tcp,-,3.136714,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404885.782233,192.168.1.195,41186,185.244.25.235,80,tcp,http,1.143354,152.0,100178.0,73,71,SF,Benign,Scan1,1
1545404888.583884,192.168.1.195,49136,185.244.25.235,6667,tcp,-,3.118474,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404887.012281,192.168.1.195,41202,185.244.25.235,80,tcp,http,1.958139,149.0,83792.0,67,61,SF,Benign,Scan1,1
1545404594.931414,192.168.1.195,49042,185.244.25.235,6667,tcp,irc,1.080627,75.0,243.0,7,6,S3,Malicious,Scan1,1
1545404595.966568,192.168.1.195,49044,185.244.25.235,6667,tcp,irc,1.105621,74.0,242.0,7,6,S3,Malicious,Scan1,1
1545404889.057367,192.168.1.195,41206,185.244.25.235,80,tcp,http,4.16038,149.0,103381.0,75,72,SF,Benign,Scan1,1
1545404893.303211,192.168.1.195,41208,185.244.25.235,80,tcp,-,3.118976,0.0,0.0,3,0,S0,Benign,Scan1,1
1545404597.029712,192.168.1.195,49046,185.244.25.235,6667,tcp,irc,4.562408,75.0,243.0,9,7,S3,Malicious,Scan1,1
1545404896.755729,192.168.1.195,49142,185.244.25.235,6667,tcp,-,3.106482,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404601.550887,192.168.1.195,49048,185.244.25.235,6667,tcp,irc,2.141281,75.0,243.0,8,7,S3,Malicious,Scan1,1
1545404900.502344,192.168.1.195,41208,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404846.459403,192.168.1.195,123,147.231.100.5,123,udp,-,0.046954,48.0,48.0,1,1,SF,Benign,Scan1,1
1545404903.942386,192.168.1.195,49142,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404906.757787,192.168.1.195,49144,185.244.25.235,6667,tcp,-,3.104485,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404908.822362,192.168.1.195,41208,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404858.496783,192.168.1.195,123,81.2.254.224,123,udp,-,,,,1,0,S0,Benign,Scan1,1
1545404913.942212,192.168.1.195,49144,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404916.759834,192.168.1.195,49146,185.244.25.235,6667,tcp,-,3.102483,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404923.942242,192.168.1.195,49146,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404925.462378,192.168.1.195,41208,185.244.25.235,80,tcp,-,,,,1,0,S0,Benign,Scan1,1
1545404930.414553,192.168.1.195,49152,185.244.25.235,6667,tcp,-,3.12773,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404937.622197,192.168.1.195,49152,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404643.65567,192.168.1.195,49058,185.244.25.235,6667,tcp,irc,2.106538,75.0,243.0,8,6,S3,Malicious,Scan1,1
1545404940.416608,192.168.1.195,49154,185.244.25.235,6667,tcp,-,3.125718,0.0,0.0,3,0,S0,Malicious,Scan1,1
1545404947.622252,192.168.1.195,49154,185.244.25.235,6667,tcp,-,,,,1,0,S0,Malicious,Scan1,1
1545404656.756696,192.168.1.195,49064,185.244.25.235,6667,tcp,irc,1.085384,74.0,242.0,7,6,S3,Malicious,Scan1,1
1545404655.716305,192.168.1.195,49062,185.244.25.235,6667,tcp,irc,1.085865,75.0,243.0,8,6,S3,Malicious,Scan1,1
1545404657.801601,192.168.1.195,49066,185.244.25.235,6667,tcp,irc,2.080571,75.0,243.0,8,6,S3,Malicious,Scan1,1
1545404659.839439,192.168.1.195,49068,185.244.25.235,6667,tcp,irc,1.102625,75.0,243.0,7,6,S3,Malicious,Scan1,1
